score_id,roll_no,math_score,reading_score,writing_score,science_score,total_score
1790,std-1790,70,59,45,89,263
1791,std-1791,44,71,43,56,214
1792,std-1792,20,53,59,70,202
1793,std-1793,41,80,42,73,236
1794,std-1794,22,82,95,52,251
1795,std-1795,66,100,72,84,322
1796,std-1796,28,63,53,100,244
1797,std-1797,90,76,83,49,298
1798,std-1798,81,82,73,47,283
1799,std-1799,33,96,84,68,281
1800,std-1800,23,63,88,62,236
1801,std-1801,56,47,88,51,242
1802,std-1802,17,60,71,56,204
1803,std-1803,38,100,98,77,313
1804,std-1804,58,65,62,47,232
1805,std-1805,37,81,49,89,256
1806,std-1806,94,35,64,61,254
1807,std-1807,45,53,65,30,193
1808,std-1808,26,65,71,44,206
1809,std-1809,38,46,62,70,216
1810,std-1810,30,88,25,72,215
1811,std-1811,44,100,56,97,297
1812,std-1812,18,70,51,73,212
1813,std-1813,28,69,64,51,212
1814,std-1814,42,74,71,49,236
1815,std-1815,57,64,97,62,280
1816,std-1816,79,94,74,60,307
1817,std-1817,66,68,30,37,201
1818,std-1818,78,89,40,76,283
1819,std-1819,25,100,27,100,252
1820,std-1820,22,85,88,78,273
1821,std-1821,45,94,100,91,330
1822,std-1822,55,45,88,92,280
1823,std-1823,96,100,75,56,327
1824,std-1824,42,76,65,86,269
1825,std-1825,39,100,10,74,223
1826,std-1826,52,74,72,35,233
1827,std-1827,70,74,76,80,300
1828,std-1828,30,97,63,27,217
1829,std-1829,74,77,97,53,301
1830,std-1830,31,96,88,64,279
1831,std-1831,99,72,61,87,319
1832,std-1832,61,87,29,84,261
1833,std-1833,89,88,36,75,288
1834,std-1834,40,98,49,56,243
1835,std-1835,62,79,52,72,265
1836,std-1836,78,93,73,77,321
1837,std-1837,41,88,66,76,271
1838,std-1838,83,89,91,71,334
1839,std-1839,77,51,38,44,210
1840,std-1840,21,69,61,34,185
1841,std-1841,31,68,37,100,236
1842,std-1842,74,86,56,39,255
1843,std-1843,18,83,32,60,193
1844,std-1844,74,88,58,56,276
1845,std-1845,73,75,34,66,248
1846,std-1846,22,82,59,97,260
1847,std-1847,69,78,57,90,294
1848,std-1848,12,74,94,60,240
1849,std-1849,50,100,37,90,277
1850,std-1850,62,69,60,60,251
1851,std-1851,41,47,72,62,222
1852,std-1852,82,58,87,91,318
1853,std-1853,23,100,99,37,259
1854,std-1854,44,57,60,29,190
1855,std-1855,55,46,34,46,181
1856,std-1856,34,88,83,75,280
1857,std-1857,44,77,60,94,275
1858,std-1858,53,76,74,82,285
1859,std-1859,16,76,97,9,198
1860,std-1860,29,73,64,37,203
1861,std-1861,65,94,83,35,277
1862,std-1862,57,58,89,52,256
1863,std-1863,39,67,61,83,250
1864,std-1864,90,77,70,76,313
1865,std-1865,35,77,46,96,254
1866,std-1866,40,79,58,12,189
1867,std-1867,73,34,60,20,187
1868,std-1868,92,43,60,65,260
1869,std-1869,75,79,91,50,295
1870,std-1870,63,44,39,46,192
1871,std-1871,77,62,95,46,280
1872,std-1872,55,81,54,38,228
1873,std-1873,80,81,87,88,336
1874,std-1874,48,76,71,68,263
1875,std-1875,28,100,94,45,267
1876,std-1876,27,33,70,74,204
1877,std-1877,25,58,64,31,178
1878,std-1878,40,84,42,74,240
1879,std-1879,30,96,64,83,273
1880,std-1880,81,57,71,100,309
1881,std-1881,58,55,53,49,215
1882,std-1882,17,92,92,52,253
1883,std-1883,11,43,54,32,140
1884,std-1884,37,70,59,42,208
1885,std-1885,79,97,94,82,352
1886,std-1886,31,85,70,60,246
1887,std-1887,64,71,51,100,286
1888,std-1888,39,81,65,35,220
1889,std-1889,40,100,61,57,258
1890,std-1890,28,78,93,85,284
1891,std-1891,42,61,65,91,259
1892,std-1892,62,64,52,43,221
1893,std-1893,32,66,81,76,255
1894,std-1894,54,71,60,23,208
1895,std-1895,27,67,65,87,246
1896,std-1896,32,80,48,26,186
1897,std-1897,10,79,80,44,213
1898,std-1898,74,98,25,68,265
1899,std-1899,23,89,73,57,242
1900,std-1900,53,67,41,76,237
1901,std-1901,57,63,36,50,206
1902,std-1902,66,44,50,79,239
1903,std-1903,90,79,54,100,323
1904,std-1904,18,74,85,18,195
1905,std-1905,52,80,56,61,249
1906,std-1906,55,100,79,57,291
1907,std-1907,8,62,73,56,199
1908,std-1908,33,92,64,66,255
1909,std-1909,54,75,71,85,285
1910,std-1910,45,66,58,70,239
1911,std-1911,86,43,88,64,281
1912,std-1912,13,62,33,31,139
1913,std-1913,41,75,54,99,269
1914,std-1914,35,76,62,21,194
1915,std-1915,48,91,37,70,246
1916,std-1916,83,34,75,51,243
1917,std-1917,71,73,79,48,271
1918,std-1918,51,25,55,63,194
1919,std-1919,48,73,41,77,239
1920,std-1920,28,72,63,54,217
1921,std-1921,27,81,55,60,223
1922,std-1922,65,58,81,47,251
1923,std-1923,81,100,78,83,342
1924,std-1924,84,87,52,79,302
1925,std-1925,23,90,94,70,277
1926,std-1926,36,87,54,52,229
1927,std-1927,68,61,72,78,279
1928,std-1928,23,98,57,42,220
1929,std-1929,52,79,86,67,284
1930,std-1930,37,77,63,64,241
1931,std-1931,32,45,53,39,169
1932,std-1932,37,50,89,68,244
1933,std-1933,47,45,61,34,187
1934,std-1934,69,65,55,46,235
1935,std-1935,56,100,51,42,249
1936,std-1936,27,91,80,63,261
1937,std-1937,38,70,76,63,247
1938,std-1938,72,78,91,67,308
1939,std-1939,49,100,43,66,258
1940,std-1940,37,76,68,14,195
1941,std-1941,77,82,75,65,299
1942,std-1942,63,41,97,63,264
1943,std-1943,82,60,70,55,267
1944,std-1944,43,53,27,72,195
1945,std-1945,58,66,100,35,259
1946,std-1946,22,41,34,61,158
1947,std-1947,79,45,82,76,282
1948,std-1948,50,51,71,36,208
1949,std-1949,23,35,76,68,202
1950,std-1950,91,87,74,58,310
1951,std-1951,100,94,66,60,320
1952,std-1952,47,66,100,47,260
1953,std-1953,69,96,100,73,338
1954,std-1954,90,68,94,10,262
1955,std-1955,47,49,80,50,226
1956,std-1956,74,76,89,71,310
1957,std-1957,37,71,57,57,222
1958,std-1958,61,85,80,48,274
1959,std-1959,86,55,78,88,307
1960,std-1960,87,77,46,92,302
1961,std-1961,100,100,51,81,332
1962,std-1962,60,63,51,48,222
1963,std-1963,77,99,36,69,281
1964,std-1964,60,77,12,11,160
1965,std-1965,55,78,71,93,297
1966,std-1966,64,86,52,56,258
1967,std-1967,15,77,43,37,172
1968,std-1968,34,45,77,58,214
1969,std-1969,40,83,65,69,257
1970,std-1970,30,23,72,56,181
1971,std-1971,34,62,33,52,181
1972,std-1972,30,67,79,69,245
1973,std-1973,24,70,67,96,257
1974,std-1974,44,50,53,57,204
1975,std-1975,62,70,83,88,303
1976,std-1976,81,77,71,74,303
1977,std-1977,16,71,61,45,193
1978,std-1978,80,100,89,73,342
1979,std-1979,70,100,49,32,251
1980,std-1980,45,57,49,100,251
1981,std-1981,30,93,49,88,260
1982,std-1982,38,44,90,28,200
1983,std-1983,12,98,72,65,247
1984,std-1984,35,74,46,100,255
1985,std-1985,58,53,100,36,247
1986,std-1986,10,90,79,29,208
1987,std-1987,97,78,60,72,307
1988,std-1988,50,86,64,58,258
1989,std-1989,39,75,62,36,212
1990,std-1990,58,93,67,48,266
1991,std-1991,15,100,100,73,288
1992,std-1992,51,62,27,76,216
1993,std-1993,98,90,90,80,358
1994,std-1994,38,80,70,74,262
1995,std-1995,83,72,74,87,316
1996,std-1996,24,90,100,70,284
1997,std-1997,29,44,38,77,188
1998,std-1998,45,41,51,46,183
1999,std-1999,74,87,46,44,251
2000,std-2000,42,100,52,82,276
2001,std-2001,71,59,47,40,217
2002,std-2002,56,83,79,80,298
2003,std-2003,48,51,80,69,248
2004,std-2004,14,71,53,47,185
2005,std-2005,20,40,62,35,157
2006,std-2006,50,100,48,39,237
2007,std-2007,65,73,79,79,296
2008,std-2008,48,100,75,67,290
2009,std-2009,40,47,67,63,217
2010,std-2010,42,74,60,43,219
2011,std-2011,38,38,50,29,155
2012,std-2012,36,57,75,55,223
2013,std-2013,49,96,58,75,278
2014,std-2014,20,53,59,73,205
2015,std-2015,94,88,57,63,302
2016,std-2016,47,51,89,56,243
2017,std-2017,98,100,57,94,349
2018,std-2018,0,53,74,82,209
2019,std-2019,99,80,74,91,344
2020,std-2020,73,100,79,63,315
2021,std-2021,45,47,64,100,256
2022,std-2022,26,41,53,9,129
2023,std-2023,81,70,48,81,280
2024,std-2024,36,86,86,42,250
2025,std-2025,23,89,48,82,242
2026,std-2026,46,85,51,86,268
2027,std-2027,49,98,80,76,303
2028,std-2028,46,83,55,36,220
2029,std-2029,41,78,99,43,261
2030,std-2030,80,91,85,84,340
2031,std-2031,54,50,32,70,206
2032,std-2032,58,73,46,86,263
2033,std-2033,66,94,62,60,282
2034,std-2034,53,65,73,57,248
2035,std-2035,49,70,78,69,266
2036,std-2036,32,56,38,36,162
2037,std-2037,18,62,38,78,196
2038,std-2038,56,61,63,46,226
2039,std-2039,17,77,54,60,208
2040,std-2040,39,75,58,75,247
2041,std-2041,43,100,93,79,315
2042,std-2042,83,84,73,80,320
2043,std-2043,25,100,100,68,293
2044,std-2044,39,74,100,85,298
2045,std-2045,42,58,81,37,218
2046,std-2046,68,66,70,35,239
2047,std-2047,61,77,55,66,259
2048,std-2048,15,74,45,64,198
2049,std-2049,15,73,48,38,174
2050,std-2050,85,69,61,46,261
2051,std-2051,86,52,64,58,260
2052,std-2052,66,75,100,88,329
2053,std-2053,62,69,100,76,307
2054,std-2054,40,74,32,58,204
2055,std-2055,30,64,55,55,204
2056,std-2056,13,79,45,97,234
2057,std-2057,32,48,25,30,135
2058,std-2058,33,51,61,68,213
2059,std-2059,10,67,55,70,202
2060,std-2060,41,67,67,51,226
2061,std-2061,42,83,53,61,239
2062,std-2062,82,40,55,66,243
2063,std-2063,31,80,87,68,266
2064,std-2064,28,74,50,72,224
2065,std-2065,70,100,70,55,295
2066,std-2066,65,63,65,56,249
2067,std-2067,61,52,84,84,281
2068,std-2068,47,44,47,65,203
2069,std-2069,25,84,62,100,271
2070,std-2070,34,98,10,72,214
2071,std-2071,74,87,93,69,323
2072,std-2072,65,100,87,87,339
2073,std-2073,42,82,89,54,267
2074,std-2074,36,58,71,34,199
2075,std-2075,35,56,76,75,242
2076,std-2076,94,18,39,100,251
2077,std-2077,33,39,69,100,241
2078,std-2078,36,97,62,37,232
2079,std-2079,19,73,56,39,187
2080,std-2080,24,51,59,41,175
2081,std-2081,28,34,69,59,190
2082,std-2082,52,91,64,58,265
2083,std-2083,11,44,73,9,137
2084,std-2084,16,53,51,44,164
2085,std-2085,76,47,53,99,275
2086,std-2086,51,61,54,56,222
2087,std-2087,19,62,34,67,182
2088,std-2088,38,37,78,54,207
2089,std-2089,100,100,71,87,358
2090,std-2090,28,100,54,76,258
2091,std-2091,47,57,89,69,262
2092,std-2092,14,29,56,36,135
2093,std-2093,44,72,63,61,240
2094,std-2094,69,64,46,47,226
2095,std-2095,72,70,70,55,267
2096,std-2096,24,47,54,50,175
2097,std-2097,73,56,77,100,268
2098,std-2098,50,81,87,52,270
2099,std-2099,17,68,73,66,220
2100,std-2100,23,71,71,85,240
2101,std-2101,58,95,63,77,313
2102,std-2102,80,40,64,68,252
2103,std-2103,39,72,100,59,270
2104,std-2104,36,55,38,95,224
2105,std-2105,48,56,49,76,229
2106,std-2106,10,77,53,29,169
2107,std-2107,37,52,60,74,223
2108,std-2108,67,52,82,73,274
2109,std-2109,41,78,84,68,271
2110,std-2110,49,68,72,17,206
2111,std-2111,0,94,52,46,192
2112,std-2112,54,67,66,60,247
2113,std-2113,27,87,79,9,202
2114,std-2114,33,81,72,82,268
2115,std-2115,59,45,59,94,257
2116,std-2116,67,98,79,94,338
2117,std-2117,96,43,64,44,247
2118,std-2118,66,54,82,87,289
2119,std-2119,62,86,63,42,253
2120,std-2120,84,69,69,10,232
2121,std-2121,86,68,77,58,289
2122,std-2122,61,88,69,83,301
2123,std-2123,41,86,40,74,241
2124,std-2124,55,100,43,49,247
2125,std-2125,10,86,82,67,245
2126,std-2126,51,43,55,72,221
2127,std-2127,39,42,66,76,223
2128,std-2128,45,73,82,64,264
2129,std-2129,68,58,67,87,280
2130,std-2130,47,77,89,78,291
2131,std-2131,46,66,68,42,222
2132,std-2132,50,43,86,100,279
2133,std-2133,52,70,77,100,299
2134,std-2134,83,56,63,91,293
2135,std-2135,64,96,88,100,348
2136,std-2136,99,78,100,69,346
2137,std-2137,33,81,100,61,275
2138,std-2138,28,75,84,61,248
2139,std-2139,74,57,56,41,228
2140,std-2140,79,78,84,83,324
2141,std-2141,86,81,57,61,285
2142,std-2142,36,53,77,57,223
2143,std-2143,24,61,50,64,199
2144,std-2144,84,100,80,67,331
2145,std-2145,56,39,33,72,200
2146,std-2146,62,100,52,52,266
2147,std-2147,84,69,76,59,288
2148,std-2148,39,80,58,86,263
2149,std-2149,94,100,74,45,313
2150,std-2150,22,51,50,58,181
2151,std-2151,58,100,61,81,300
2152,std-2152,58,84,64,54,260
2153,std-2153,87,47,87,69,290
2154,std-2154,57,27,44,97,225
2155,std-2155,39,85,55,36,215
2156,std-2156,99,85,66,31,281
2157,std-2157,91,64,33,34,222
2158,std-2158,85,73,68,82,308
2159,std-2159,44,75,73,81,273
2160,std-2160,54,97,81,88,320
2161,std-2161,71,98,63,54,286
2162,std-2162,50,33,80,71,234
2163,std-2163,32,25,78,88,223
2164,std-2164,83,98,68,92,341
2165,std-2165,0,73,53,55,181
2166,std-2166,87,100,78,83,348
2167,std-2167,61,100,70,47,278
2168,std-2168,33,54,66,42,195
2169,std-2169,70,99,62,74,305
2170,std-2170,23,24,47,50,144
2171,std-2171,59,76,100,51,286
2172,std-2172,48,44,33,48,173
2173,std-2173,56,83,56,34,229
2174,std-2174,61,75,32,50,218
2175,std-2175,80,66,91,29,266
2176,std-2176,37,60,79,55,231
2177,std-2177,39,97,96,89,321
2178,std-2178,16,85,66,77,244
2179,std-2179,50,77,72,63,262
2180,std-2180,14,100,97,41,252
2181,std-2181,43,52,63,69,227
2182,std-2182,35,55,30,71,191
2183,std-2183,79,87,53,41,260
2184,std-2184,70,79,59,60,268
2185,std-2185,28,88,43,63,222
2186,std-2186,63,82,78,67,290
2187,std-2187,76,100,90,81,347
2188,std-2188,51,44,69,30,194
2189,std-2189,75,92,71,45,283
2190,std-2190,56,89,65,36,246
2191,std-2191,59,53,89,95,296
2192,std-2192,63,100,66,72,301
2193,std-2193,51,40,83,58,232
2194,std-2194,68,100,62,100,330
2195,std-2195,54,25,49,47,175
2196,std-2196,40,84,83,73,280
2197,std-2197,60,76,99,46,281
2198,std-2198,31,60,33,59,183
2199,std-2199,68,71,88,65,292
2200,std-2200,69,85,63,44,261
2201,std-2201,34,24,86,9,153
2202,std-2202,22,57,91,9,179
2203,std-2203,48,100,22,50,220
2204,std-2204,77,45,60,68,250
2205,std-2205,49,62,88,76,275
2206,std-2206,43,60,53,69,225
2207,std-2207,32,60,33,54,179
2208,std-2208,46,52,65,69,232
2209,std-2209,50,82,91,68,291
2210,std-2210,54,100,45,100,299
2211,std-2211,39,59,42,52,192
2212,std-2212,28,84,62,60,234
2213,std-2213,54,52,78,50,234
2214,std-2214,97,88,77,67,329
2215,std-2215,65,83,73,96,317
2216,std-2216,27,94,56,75,252
2217,std-2217,0,43,33,87,163
2218,std-2218,85,77,74,97,333
2219,std-2219,73,87,94,90,344
2220,std-2220,37,63,62,100,262
2221,std-2221,37,77,44,32,190
2222,std-2222,59,60,100,68,287
2223,std-2223,73,66,49,67,255
2224,std-2224,52,86,92,36,266
2225,std-2225,58,82,51,67,258
2226,std-2226,53,77,100,67,297
2227,std-2227,79,67,64,89,299
2228,std-2228,64,98,95,86,343
2229,std-2229,21,43,84,48,196
2230,std-2230,58,62,54,90,264
2231,std-2231,26,73,90,81,270
2232,std-2232,49,100,90,96,335
2233,std-2233,56,77,68,86,287
2234,std-2234,18,47,59,63,187
2235,std-2235,75,74,68,31,248
2236,std-2236,29,60,77,18,184
2237,std-2237,45,58,94,100,297
2238,std-2238,53,91,55,39,238
2239,std-2239,55,82,54,48,239
2240,std-2240,47,63,51,48,209
2241,std-2241,45,77,100,62,284
2242,std-2242,67,89,65,45,266
2243,std-2243,49,67,93,54,263
2244,std-2244,55,70,69,45,239
2245,std-2245,79,48,65,47,239
2246,std-2246,52,100,57,35,244
2247,std-2247,77,69,70,90,306
2248,std-2248,35,70,65,64,234
2249,std-2249,62,100,100,48,310
2250,std-2250,41,78,62,54,235
2251,std-2251,49,55,93,74,271
2252,std-2252,13,73,62,47,195
2253,std-2253,42,88,63,52,245
2254,std-2254,100,75,45,90,310
2255,std-2255,37,41,59,74,211
2256,std-2256,27,99,63,50,239
2257,std-2257,21,53,95,89,258
2258,std-2258,100,20,74,52,246
2259,std-2259,90,70,67,73,300
2260,std-2260,38,80,78,65,261
2261,std-2261,96,89,65,58,308
2262,std-2262,97,100,65,41,303
2263,std-2263,46,84,76,71,277
2264,std-2264,63,72,67,66,268
2265,std-2265,93,89,59,76,317
2266,std-2266,49,79,85,69,282
2267,std-2267,72,64,89,75,300
2268,std-2268,56,72,65,58,251
2269,std-2269,30,89,78,41,238
2270,std-2270,49,29,55,39,172
2271,std-2271,48,76,79,87,290
2272,std-2272,36,63,72,56,227
2273,std-2273,52,85,52,60,249
2274,std-2274,34,66,36,49,185
2275,std-2275,15,100,41,51,207
2276,std-2276,87,91,71,54,303
2277,std-2277,34,50,47,48,179
2278,std-2278,16,68,79,72,235
2279,std-2279,61,94,43,48,246
2280,std-2280,45,55,67,79,246
2281,std-2281,29,93,69,94,285
2282,std-2282,84,42,68,73,267
2283,std-2283,34,56,73,67,230
2284,std-2284,21,59,63,36,179
2285,std-2285,36,100,61,100,297
2286,std-2286,53,93,48,54,248
2287,std-2287,56,43,36,69,204
2288,std-2288,16,44,85,49,194
2289,std-2289,56,84,51,47,238
2290,std-2290,41,47,93,48,229
2291,std-2291,58,83,98,35,274
2292,std-2292,16,72,61,45,194
2293,std-2293,79,77,56,54,266
2294,std-2294,70,70,69,51,260
2295,std-2295,28,60,68,57,213
2296,std-2296,85,92,54,34,265
2297,std-2297,83,100,92,100,375
2298,std-2298,69,63,64,79,275
2299,std-2299,57,79,30,72,238
2300,std-2300,16,46,51,79,192
2301,std-2301,47,73,44,86,250
2302,std-2302,25,100,10,100,235
2303,std-2303,41,94,57,62,254
2304,std-2304,55,100,74,69,298
2305,std-2305,42,92,53,42,229
2306,std-2306,78,45,66,58,247
2307,std-2307,32,49,79,88,248
2308,std-2308,17,68,72,64,221
2309,std-2309,39,42,43,61,185
2310,std-2310,63,92,52,29,236
2311,std-2311,6,87,67,69,229
2312,std-2312,46,65,61,9,181
2313,std-2313,14,39,49,56,158
2314,std-2314,74,40,82,80,276
2315,std-2315,42,17,98,87,244
2316,std-2316,75,63,99,50,287
2317,std-2317,36,47,77,61,221
2318,std-2318,100,48,64,68,280
2319,std-2319,47,81,66,74,268
2320,std-2320,62,70,69,54,255
2321,std-2321,51,80,86,75,292
2322,std-2322,87,85,57,9,238
2323,std-2323,95,88,79,54,316
2324,std-2324,66,100,54,92,312
2325,std-2325,7,72,48,81,208
2326,std-2326,100,78,33,35,246
2327,std-2327,48,60,88,87,283
2328,std-2328,28,98,96,61,283
2329,std-2329,43,100,89,25,257
2330,std-2330,77,96,89,72,334
2331,std-2331,46,39,65,63,213
2332,std-2332,44,61,78,97,280
2333,std-2333,19,47,66,54,186
2334,std-2334,39,72,95,96,302
2335,std-2335,47,66,61,45,219
2336,std-2336,25,100,91,61,277
2337,std-2337,35,31,71,51,188
2338,std-2338,32,69,100,73,274
2339,std-2339,64,81,48,59,252
2340,std-2340,71,92,66,97,326
2341,std-2341,66,81,46,27,220
2342,std-2342,36,29,42,40,147
2343,std-2343,13,72,50,42,177
2344,std-2344,58,77,93,65,293
2345,std-2345,26,57,75,100,258
2346,std-2346,37,81,35,33,186
2347,std-2347,73,76,70,70,289
2348,std-2348,81,73,51,67,272
2349,std-2349,100,90,50,55,295
2350,std-2350,23,77,27,41,168
2351,std-2351,28,74,63,50,215
2352,std-2352,78,50,51,31,210
2353,std-2353,19,100,37,63,219
2354,std-2354,50,40,47,52,189
2355,std-2355,31,49,68,30,178
2356,std-2356,62,36,67,46,211
2357,std-2357,25,40,55,29,149
2358,std-2358,67,68,67,68,270
2359,std-2359,57,17,59,60,193
2360,std-2360,75,81,65,47,268
2361,std-2361,26,73,71,67,237
2362,std-2362,71,81,61,84,297
2363,std-2363,63,52,67,45,227
2364,std-2364,51,95,86,87,319
2365,std-2365,46,84,81,95,306
2366,std-2366,53,68,54,48,223
2367,std-2367,41,81,79,45,246
2368,std-2368,47,66,80,34,227
2369,std-2369,32,80,65,31,208
2370,std-2370,39,70,47,44,200
2371,std-2371,13,75,68,88,244
2372,std-2372,48,100,100,77,325
2373,std-2373,39,77,68,49,233
2374,std-2374,100,98,48,80,326
2375,std-2375,49,83,81,35,248
2376,std-2376,75,35,31,63,204
2377,std-2377,78,84,99,94,355
2378,std-2378,55,100,66,100,321
2379,std-2379,19,75,89,100,283
2380,std-2380,83,73,68,28,252
2381,std-2381,31,100,81,31,243
2382,std-2382,13,49,82,29,173
2383,std-2383,35,79,67,46,227
2384,std-2384,32,100,82,90,304
2385,std-2385,29,60,61,52,202
2386,std-2386,78,59,53,69,259
2387,std-2387,82,70,92,59,303
2388,std-2388,84,71,71,72,298
2389,std-2389,24,93,99,96,312
2390,std-2390,43,100,100,72,315
2391,std-2391,51,62,80,82,275
2392,std-2392,30,62,58,29,179
2393,std-2393,49,58,49,12,168
2394,std-2394,54,84,82,52,272
2395,std-2395,50,69,93,46,258
2396,std-2396,51,80,42,61,234
2397,std-2397,26,66,71,56,219
2398,std-2398,30,84,100,61,275
2399,std-2399,50,75,73,78,276
2400,std-2400,32,93,58,48,231
2401,std-2401,62,87,60,71,280
2402,std-2402,35,86,56,98,275
2403,std-2403,26,94,85,76,281
2404,std-2404,4,41,50,48,143
2405,std-2405,16,74,74,59,223
2406,std-2406,10,89,56,51,206
2407,std-2407,68,69,64,59,260
2408,std-2408,77,83,35,71,266
2409,std-2409,55,31,52,74,212
2410,std-2410,36,56,59,31,182
2411,std-2411,31,78,70,46,225
2412,std-2412,49,80,75,38,242
2413,std-2413,30,42,40,72,184
2414,std-2414,36,78,67,50,231
2415,std-2415,14,100,80,69,263
2416,std-2416,65,92,89,77,323
2417,std-2417,28,78,54,52,212
2418,std-2418,64,51,51,47,213
2419,std-2419,87,75,41,33,236
2420,std-2420,43,44,83,56,226
2421,std-2421,19,89,10,71,189
2422,std-2422,47,83,87,70,287
2423,std-2423,47,57,60,49,213
2424,std-2424,61,42,47,78,228
2425,std-2425,39,80,67,65,251
2426,std-2426,50,51,89,55,245
2427,std-2427,21,78,65,74,238
2428,std-2428,74,59,50,61,244
2429,std-2429,8,100,59,66,233
2430,std-2430,52,71,85,55,263
2431,std-2431,41,80,76,75,272
2432,std-2432,52,96,59,80,287
2433,std-2433,67,65,88,45,265
2434,std-2434,74,83,79,100,336
2435,std-2435,34,57,91,65,247
2436,std-2436,73,57,87,89,306
2437,std-2437,40,47,74,71,232
2438,std-2438,70,70,95,64,299
2439,std-2439,89,33,34,32,188
2440,std-2440,41,79,82,33,235
2441,std-2441,64,78,64,64,270
2442,std-2442,15,69,51,72,207
2443,std-2443,37,79,60,57,233
2444,std-2444,39,53,66,64,222
2445,std-2445,75,79,37,89,280
2446,std-2446,49,31,32,25,137
2447,std-2447,42,44,53,53,192
2448,std-2448,38,93,70,94,295
2449,std-2449,33,87,97,51,268
2450,std-2450,76,79,97,96,348
2451,std-2451,41,64,71,100,276
2452,std-2452,84,84,50,47,265
2453,std-2453,92,70,46,50,258
2454,std-2454,62,90,53,91,296
2455,std-2455,43,74,36,77,230
2456,std-2456,69,61,86,46,262
2457,std-2457,18,59,57,65,199
2458,std-2458,27,60,54,36,177
2459,std-2459,100,62,91,86,339
2460,std-2460,76,73,76,92,317
2461,std-2461,13,63,57,74,207
2462,std-2462,62,92,80,92,326
2463,std-2463,73,61,56,45,235
2464,std-2464,31,80,33,45,189
2465,std-2465,78,89,67,73,307
2466,std-2466,9,43,84,52,188
2467,std-2467,75,88,68,74,305
2468,std-2468,22,58,48,59,187
2469,std-2469,14,96,53,54,217
2470,std-2470,25,62,33,46,166
2471,std-2471,82,77,100,81,340
2472,std-2472,88,72,49,71,280
2473,std-2473,78,97,74,68,317
2474,std-2474,81,61,49,58,249
2475,std-2475,47,56,76,64,243
2476,std-2476,87,62,62,69,280
2477,std-2477,41,74,73,59,247
2478,std-2478,71,80,97,77,325
2479,std-2479,66,93,82,74,315
2480,std-2480,33,89,76,61,259
2481,std-2481,28,45,66,83,222
2482,std-2482,48,89,59,64,260
2483,std-2483,72,57,72,89,290
2484,std-2484,57,44,45,63,209
2485,std-2485,0,63,36,47,146
2486,std-2486,75,100,65,46,286
2487,std-2487,41,79,41,82,243
2488,std-2488,55,34,75,62,226
2489,std-2489,76,49,54,48,227
2490,std-2490,89,77,79,100,345
2491,std-2491,52,81,100,56,289
2492,std-2492,77,72,40,100,289
2493,std-2493,64,37,58,97,256
2494,std-2494,72,100,100,86,358
2495,std-2495,34,91,67,78,270
2496,std-2496,46,83,54,85,268
2497,std-2497,31,73,78,56,238
2498,std-2498,69,100,72,88,329
2499,std-2499,43,59,40,90,232
2500,std-2500,62,97,62,100,321
2501,std-2501,50,55,57,57,219
2502,std-2502,82,39,74,71,266
2503,std-2503,36,59,40,29,164
2504,std-2504,57,63,89,95,304
2505,std-2505,17,54,66,77,214
2506,std-2506,84,78,68,70,300
2507,std-2507,100,36,54,64,254
2508,std-2508,89,83,71,100,343
2509,std-2509,28,59,100,98,285
2510,std-2510,85,43,41,75,244
2511,std-2511,53,74,77,70,274
2512,std-2512,24,63,62,56,205
2513,std-2513,73,100,85,51,309
2514,std-2514,71,92,76,46,285
2515,std-2515,16,98,62,67,243
2516,std-2516,35,54,66,47,202
2517,std-2517,67,71,78,64,280
2518,std-2518,32,81,66,59,238
2519,std-2519,11,91,82,76,260
2520,std-2520,75,83,73,57,288
2521,std-2521,24,64,48,89,225
2522,std-2522,58,63,56,61,238
2523,std-2523,80,56,57,65,258
2524,std-2524,43,47,60,65,215
2525,std-2525,50,71,56,91,268
2526,std-2526,89,77,86,33,285
2527,std-2527,38,55,53,59,205
2528,std-2528,56,100,88,58,302
2529,std-2529,28,58,74,82,242
2530,std-2530,70,80,84,68,302
2531,std-2531,59,100,71,37,267
2532,std-2532,70,51,80,31,232
2533,std-2533,67,78,43,78,266
2534,std-2534,40,72,62,56,230
2535,std-2535,33,63,95,30,221
2536,std-2536,17,96,69,62,244
2537,std-2537,71,76,29,99,275
2538,std-2538,81,66,44,91,282
2539,std-2539,14,78,71,77,240
2540,std-2540,43,57,45,50,195
2541,std-2541,64,74,80,55,273
2542,std-2542,56,60,60,100,276
2543,std-2543,17,76,58,69,220
2544,std-2544,26,79,68,100,273
2545,std-2545,43,48,62,55,208
2546,std-2546,49,92,87,87,315
2547,std-2547,63,82,80,15,240
2548,std-2548,26,90,92,56,264
2549,std-2549,49,91,75,70,285
2550,std-2550,64,73,32,50,219
2551,std-2551,58,63,73,71,265
2552,std-2552,93,17,28,56,194
2553,std-2553,19,78,98,84,279
2554,std-2554,71,80,82,51,284
2555,std-2555,49,33,47,50,179
2556,std-2556,10,81,61,30,182
2557,std-2557,50,95,10,36,191
2558,std-2558,40,68,59,72,239
2559,std-2559,15,75,71,47,208
2560,std-2560,12,51,54,15,132
2561,std-2561,37,81,61,93,272
2562,std-2562,100,60,86,65,311
2563,std-2563,67,41,73,36,217
2564,std-2564,48,54,82,36,220
2565,std-2565,70,59,64,55,248
