grade_id,roll_no,math_grade,reading_grade,writing_grade,science_grade,overall_grade
2475,std-2475,F,F,C,D,C
2476,std-2476,B,D,D,D,B
2477,std-2477,F,C,C,F,C
2478,std-2478,C,C,A,C,A
2479,std-2479,D,A,B,C,B
2480,std-2480,F,B,C,D,B
2481,std-2481,F,F,D,B,C
2482,std-2482,F,B,F,D,B
2483,std-2483,C,F,C,B,B
2484,std-2484,F,F,F,D,C
2485,std-2485,F,D,F,F,F
2486,std-2486,C,A,D,F,B
2487,std-2487,F,C,F,B,C
2488,std-2488,F,F,C,D,C
2489,std-2489,C,F,F,F,C
2490,std-2490,B,C,C,A,A
2491,std-2491,F,B,A,F,B
2492,std-2492,C,C,F,A,B
2493,std-2493,D,F,F,A,B
2494,std-2494,C,A,A,B,A
2495,std-2495,F,A,D,C,B
2496,std-2496,F,B,F,B,B
2497,std-2497,F,C,C,F,C
2498,std-2498,D,A,C,B,A
2499,std-2499,F,F,F,B,C
2500,std-2500,D,A,D,A,A
2501,std-2501,F,F,F,F,C
2502,std-2502,B,F,C,C,B
2503,std-2503,F,F,F,F,D
2504,std-2504,F,D,B,A,B
2505,std-2505,F,F,D,C,C
2506,std-2506,B,C,D,D,B
2507,std-2507,A,F,F,D,B
2508,std-2508,B,B,C,A,A
2509,std-2509,F,F,A,A,B
2510,std-2510,B,F,F,C,C
2511,std-2511,F,C,C,D,B
2512,std-2512,F,D,D,F,C
2513,std-2513,C,A,B,F,B
2514,std-2514,C,A,C,F,B
2515,std-2515,F,A,D,D,C
2516,std-2516,F,F,D,F,C
2517,std-2517,D,C,C,D,B
2518,std-2518,F,B,D,F,C
2519,std-2519,F,A,B,C,B
2520,std-2520,C,B,C,F,B
2521,std-2521,F,D,F,B,C
2522,std-2522,F,D,F,D,C
2523,std-2523,C,F,F,D,B
2524,std-2524,F,F,F,D,C
2525,std-2525,F,C,F,A,B
2526,std-2526,B,C,B,F,B
2527,std-2527,F,F,F,F,C
2528,std-2528,F,A,B,F,B
2529,std-2529,F,F,C,B,C
2530,std-2530,D,C,B,D,B
2531,std-2531,F,A,C,F,B
2532,std-2532,D,F,C,F,C
2533,std-2533,D,C,F,C,B
2534,std-2534,F,C,D,F,C
2535,std-2535,F,D,A,F,C
2536,std-2536,F,A,D,D,C
2537,std-2537,C,C,F,A,B
2538,std-2538,B,D,F,A,B
2539,std-2539,F,C,C,C,C
2540,std-2540,F,F,F,F,D
2541,std-2541,D,C,C,F,B
2542,std-2542,F,F,F,A,B
2543,std-2543,F,C,F,D,C
2544,std-2544,F,C,D,A,B
2545,std-2545,F,F,D,F,C
2546,std-2546,F,A,B,B,B
2547,std-2547,D,B,C,F,C
2548,std-2548,F,B,A,F,B
2549,std-2549,F,A,C,D,B
2550,std-2550,D,C,F,F,C
2551,std-2551,F,D,C,C,B
2552,std-2552,A,F,F,F,D
2553,std-2553,F,C,A,B,B
2554,std-2554,C,C,B,F,B
2555,std-2555,F,F,F,F,D
2556,std-2556,F,B,D,F,D
2557,std-2557,F,A,F,F,D
2558,std-2558,F,D,F,C,C
2559,std-2559,F,C,C,F,C
2560,std-2560,F,F,F,F,F
2561,std-2561,F,B,D,A,B
2562,std-2562,A,F,B,D,B
2563,std-2563,D,F,C,F,C
2564,std-2564,F,F,B,F,C
2565,std-2565,D,F,D,F,C
2566,std-2566,F,F,C,F,C
2567,std-2567,F,B,F,A,B
2568,std-2568,F,D,F,A,B
2569,std-2569,A,B,F,F,B
2570,std-2570,F,B,A,F,B
2571,std-2571,F,F,F,C,C
2572,std-2572,B,F,D,F,B
2573,std-2573,D,B,D,C,B
2574,std-2574,F,B,F,B,B
2575,std-2575,F,D,D,F,C
2576,std-2576,F,D,D,F,C
2577,std-2577,F,F,F,F,D
2578,std-2578,C,D,C,A,B
2579,std-2579,F,A,F,B,B
2580,std-2580,F,D,C,A,B
2581,std-2581,D,B,D,A,B
2582,std-2582,F,F,D,F,D
2583,std-2583,B,D,F,D,B
2584,std-2584,D,A,A,F,A
2585,std-2585,F,D,B,A,B
2586,std-2586,D,D,A,F,B
2587,std-2587,F,A,C,D,B
2588,std-2588,B,D,C,B,B
2589,std-2589,D,D,B,B,B
2590,std-2590,F,F,F,C,C
2591,std-2591,F,C,D,A,B
2592,std-2592,F,F,F,D,D
2593,std-2593,D,B,A,A,A
2594,std-2594,F,F,F,C,D
2595,std-2595,F,F,D,C,C
2596,std-2596,F,F,F,F,D
2597,std-2597,F,A,F,F,C
2598,std-2598,A,C,F,F,B
2599,std-2599,F,B,F,B,B
2600,std-2600,C,B,F,F,B
2601,std-2601,D,F,D,F,C
2602,std-2602,C,A,F,C,B
2603,std-2603,C,B,C,D,B
2604,std-2604,F,D,F,B,C
2605,std-2605,F,F,A,F,C
2606,std-2606,F,A,F,F,C
2607,std-2607,D,B,C,B,B
2608,std-2608,F,F,F,D,C
2609,std-2609,D,F,C,D,C
2610,std-2610,F,B,F,D,C
2611,std-2611,F,C,F,F,C
2612,std-2612,F,F,A,F,C
2613,std-2613,F,A,B,F,B
2614,std-2614,C,D,A,F,C
2615,std-2615,F,B,C,F,C
2616,std-2616,F,B,C,F,B
2617,std-2617,F,D,F,A,C
2618,std-2618,C,B,B,C,A
2619,std-2619,F,D,D,A,B
2620,std-2620,F,D,C,F,C
2621,std-2621,D,C,F,A,B
2622,std-2622,F,F,B,F,C
2623,std-2623,F,F,F,F,C
2624,std-2624,F,C,F,B,B
2625,std-2625,F,F,A,F,D
2626,std-2626,D,A,C,B,A
2627,std-2627,C,F,C,C,B
2628,std-2628,F,F,C,C,C
2629,std-2629,F,D,C,D,B
2630,std-2630,A,C,B,B,A
2631,std-2631,F,B,F,D,C
2632,std-2632,B,B,F,F,C
2633,std-2633,F,C,F,A,C
2634,std-2634,F,C,D,F,C
2635,std-2635,F,B,F,D,B
2636,std-2636,D,A,A,B,A
2637,std-2637,F,F,C,C,B
2638,std-2638,F,B,B,F,C
2639,std-2639,D,D,C,D,B
2640,std-2640,F,C,A,F,B
2641,std-2641,F,A,F,C,C
2642,std-2642,F,F,C,B,B
2643,std-2643,D,C,D,F,B
2644,std-2644,F,A,F,B,B
2645,std-2645,F,F,F,D,D
2646,std-2646,C,F,D,B,B
2647,std-2647,B,B,A,F,B
2648,std-2648,C,D,F,A,B
2649,std-2649,F,B,D,F,C
2650,std-2650,A,F,C,F,B
2651,std-2651,C,F,F,B,B
2652,std-2652,F,C,F,C,C
2653,std-2653,B,D,A,F,B
2654,std-2654,D,D,D,F,C
2655,std-2655,F,A,B,D,B
2656,std-2656,F,F,F,F,D
2657,std-2657,F,D,B,F,C
2658,std-2658,F,D,F,D,C
2659,std-2659,F,C,F,F,D
2660,std-2660,F,F,F,F,C
2661,std-2661,F,A,C,F,C
2662,std-2662,F,F,C,D,C
2663,std-2663,D,D,A,B,B
2664,std-2664,F,B,F,F,C
2665,std-2665,D,D,A,C,B
2666,std-2666,F,B,D,A,B
2667,std-2667,B,C,A,B,A
2668,std-2668,D,D,A,D,B
2669,std-2669,F,F,F,B,C
2670,std-2670,D,C,F,F,C
2671,std-2671,F,A,F,F,C
2672,std-2672,F,D,F,F,D
2673,std-2673,D,B,F,F,B
2674,std-2674,D,F,F,F,D
2675,std-2675,B,C,B,A,A
2676,std-2676,D,C,F,C,B
2677,std-2677,C,D,B,B,B
2678,std-2678,F,C,B,F,C
2679,std-2679,F,C,D,F,C
2680,std-2680,F,A,B,D,B
2681,std-2681,C,C,C,F,B
2682,std-2682,F,B,C,B,B
2683,std-2683,F,F,F,F,D
2684,std-2684,F,C,F,F,C
2685,std-2685,F,C,C,B,B
2686,std-2686,D,F,B,D,C
2687,std-2687,F,F,F,C,C
2688,std-2688,D,C,C,F,B
2689,std-2689,F,D,D,F,D
2690,std-2690,F,A,C,C,B
2691,std-2691,F,F,F,D,C
2692,std-2692,F,F,F,C,C
2693,std-2693,F,F,C,F,C
2694,std-2694,F,C,F,D,C
2695,std-2695,C,F,D,D,B
2696,std-2696,D,C,A,F,B
2697,std-2697,F,A,F,D,C
2698,std-2698,F,F,D,F,C
2699,std-2699,D,C,D,F,B
2700,std-2700,C,F,D,F,C
2701,std-2701,F,D,C,F,C
2702,std-2702,F,B,F,F,C
2703,std-2703,F,A,B,F,B
2704,std-2704,F,B,F,D,C
2705,std-2705,F,D,D,F,D
2706,std-2706,D,D,B,F,B
2707,std-2707,F,A,A,F,B
2708,std-2708,C,A,A,C,A
2709,std-2709,A,A,A,A,A
2710,std-2710,F,A,F,C,C
2711,std-2711,F,F,F,A,C
2712,std-2712,F,F,D,D,C
2713,std-2713,F,F,C,D,C
2714,std-2714,F,A,D,F,B
2715,std-2715,F,F,F,B,C
2716,std-2716,C,F,D,F,C
2717,std-2717,D,F,D,F,C
2718,std-2718,D,D,C,F,C
2719,std-2719,A,D,D,F,B
2720,std-2720,F,C,D,B,B
2721,std-2721,F,C,B,F,C
2722,std-2722,F,D,C,F,C
2723,std-2723,F,A,B,C,B
2724,std-2724,C,B,F,B,B
2725,std-2725,B,A,D,C,A
2726,std-2726,F,F,C,C,C
2727,std-2727,F,D,B,C,B
2728,std-2728,A,A,B,F,A
2729,std-2729,C,C,A,A,A
2730,std-2730,F,C,C,D,C
2731,std-2731,F,A,F,B,B
2732,std-2732,F,F,C,D,C
2733,std-2733,F,B,F,A,B
2734,std-2734,F,F,B,F,C
2735,std-2735,F,D,F,A,C
2736,std-2736,F,D,A,F,C
2737,std-2737,F,F,C,F,D
2738,std-2738,F,F,B,C,C
2739,std-2739,F,D,F,C,C
2740,std-2740,F,A,F,C,B
2741,std-2741,F,D,B,F,C
2742,std-2742,F,F,F,F,F
2743,std-2743,C,A,C,A,A
2744,std-2744,F,C,A,F,B
2745,std-2745,A,C,C,B,A
2746,std-2746,F,A,F,C,B
2747,std-2747,A,F,D,F,C
2748,std-2748,C,B,D,F,B
2749,std-2749,F,D,F,F,C
2750,std-2750,F,C,F,B,C
2751,std-2751,F,C,C,B,B
2752,std-2752,F,A,D,F,C
2753,std-2753,F,A,A,B,B
2754,std-2754,F,C,C,F,C
2755,std-2755,F,B,C,F,C
2756,std-2756,F,D,F,C,C
2757,std-2757,D,B,B,B,B
2758,std-2758,F,B,B,F,B
2759,std-2759,D,C,C,F,C
2760,std-2760,D,D,F,F,B
2761,std-2761,D,A,F,C,B
2762,std-2762,F,F,C,B,B
2763,std-2763,F,A,F,F,C
2764,std-2764,F,F,F,B,C
2765,std-2765,F,D,F,D,C
2766,std-2766,F,D,D,C,C
2767,std-2767,D,D,F,F,C
2768,std-2768,F,F,F,B,C
2769,std-2769,D,C,C,A,B
2770,std-2770,F,D,A,C,B
2771,std-2771,F,A,D,A,B
2772,std-2772,F,C,F,D,C
2773,std-2773,F,C,D,D,C
2774,std-2774,F,D,A,F,C
2775,std-2775,F,D,F,F,C
2776,std-2776,F,A,F,F,C
2777,std-2777,D,F,F,F,C
2778,std-2778,D,C,F,F,C
2779,std-2779,B,C,F,B,B
2780,std-2780,F,C,B,D,C
2781,std-2781,C,C,D,B,B
2782,std-2782,A,F,D,F,C
2783,std-2783,F,B,D,C,C
2784,std-2784,F,D,F,D,D
2785,std-2785,D,A,F,C,B
2786,std-2786,F,D,D,C,C
2787,std-2787,A,F,A,A,A
2788,std-2788,D,B,A,F,B
2789,std-2789,F,F,F,D,D
2790,std-2790,F,B,C,F,C
2791,std-2791,A,F,B,D,B
2792,std-2792,F,F,B,C,C
2793,std-2793,C,C,F,F,B
2794,std-2794,F,A,D,D,B
2795,std-2795,F,C,D,B,B
2796,std-2796,F,F,F,F,D
2797,std-2797,F,F,C,D,D
2798,std-2798,F,F,C,C,C
2799,std-2799,C,A,A,D,A
2800,std-2800,F,B,F,D,C
2801,std-2801,F,A,F,C,B
2802,std-2802,F,F,C,F,C
2803,std-2803,F,D,F,B,C
2804,std-2804,F,C,D,F,C
2805,std-2805,D,A,F,F,B
2806,std-2806,F,F,B,F,D
2807,std-2807,C,B,C,F,B
2808,std-2808,F,D,C,C,C
2809,std-2809,A,C,C,F,B
2810,std-2810,F,A,F,C,B
2811,std-2811,C,B,A,F,B
2812,std-2812,F,A,F,F,B
2813,std-2813,C,B,F,F,B
2814,std-2814,B,F,F,A,C
2815,std-2815,F,B,D,F,C
2816,std-2816,A,B,F,D,B
2817,std-2817,F,F,D,F,C
2818,std-2818,D,A,A,C,A
2819,std-2819,F,A,F,D,C
2820,std-2820,F,F,F,D,C
2821,std-2821,B,A,A,A,A
2822,std-2822,C,B,F,D,B
2823,std-2823,C,F,D,F,C
2824,std-2824,F,C,F,B,B
2825,std-2825,D,F,F,C,C
2826,std-2826,F,F,D,C,C
2827,std-2827,F,F,B,F,C
2828,std-2828,F,C,C,F,C
2829,std-2829,C,B,D,A,B
2830,std-2830,F,B,D,F,C
2831,std-2831,C,D,B,D,B
2832,std-2832,F,B,F,C,C
2833,std-2833,A,A,C,A,A
2834,std-2834,F,A,F,B,B
2835,std-2835,F,D,C,B,B
2836,std-2836,F,D,D,C,B
2837,std-2837,F,F,F,D,D
2838,std-2838,C,B,F,C,B
2839,std-2839,B,F,F,F,C
2840,std-2840,F,C,B,C,B
2841,std-2841,F,C,D,F,C
2842,std-2842,F,F,D,F,D
2843,std-2843,F,A,D,D,B
2844,std-2844,C,C,D,F,C
2845,std-2845,F,B,A,C,B
2846,std-2846,F,F,A,A,B
2847,std-2847,F,D,A,D,B
2848,std-2848,F,A,C,F,C
2849,std-2849,F,C,C,F,C
2850,std-2850,F,C,F,F,D
2851,std-2851,F,A,F,F,C
2852,std-2852,F,C,B,F,C
2853,std-2853,D,B,B,C,B
2854,std-2854,D,C,F,F,C
2855,std-2855,A,F,F,A,B
2856,std-2856,F,C,F,A,C
2857,std-2857,F,A,F,C,B
2858,std-2858,F,D,D,C,B
2859,std-2859,D,C,A,F,B
2860,std-2860,F,A,D,D,B
2861,std-2861,B,A,A,B,A
2862,std-2862,F,D,C,F,C
2863,std-2863,A,F,F,A,B
2864,std-2864,F,A,F,F,D
2865,std-2865,F,B,D,F,C
2866,std-2866,F,C,A,C,B
2867,std-2867,F,D,A,B,B
2868,std-2868,F,B,F,F,C
2869,std-2869,F,C,F,F,C
2870,std-2870,F,C,C,C,B
2871,std-2871,C,F,F,D,C
2872,std-2872,D,F,F,C,C
2873,std-2873,F,A,D,F,C
2874,std-2874,D,C,B,F,B
2875,std-2875,F,C,F,B,B
2876,std-2876,F,B,A,F,B
2877,std-2877,D,D,A,F,B
2878,std-2878,F,D,C,C,B
2879,std-2879,F,A,A,B,B
2880,std-2880,F,B,D,F,C
2881,std-2881,F,F,F,F,F
2882,std-2882,C,F,D,B,B
2883,std-2883,F,A,C,F,C
2884,std-2884,B,C,A,B,A
2885,std-2885,F,F,F,F,F
2886,std-2886,F,A,A,F,B
2887,std-2887,F,A,D,F,B
2888,std-2888,F,F,C,B,B
2889,std-2889,F,F,D,F,C
2890,std-2890,F,B,D,F,D
2891,std-2891,F,C,F,C,C
2892,std-2892,F,B,C,F,B
2893,std-2893,D,F,B,F,C
2894,std-2894,F,F,A,F,C
2895,std-2895,F,F,F,D,C
2896,std-2896,F,B,C,F,C
2897,std-2897,F,C,D,F,C
2898,std-2898,F,A,D,B,B
2899,std-2899,F,B,D,B,B
2900,std-2900,F,D,D,F,C
2901,std-2901,F,F,F,F,F
2902,std-2902,D,A,F,C,B
2903,std-2903,F,C,F,D,B
2904,std-2904,F,B,C,D,B
2905,std-2905,F,F,B,A,B
2906,std-2906,F,A,D,F,C
2907,std-2907,A,B,F,F,B
2908,std-2908,F,F,C,F,D
2909,std-2909,C,A,F,F,B
2910,std-2910,F,C,C,B,B
2911,std-2911,F,B,F,F,C
2912,std-2912,F,C,B,F,C
2913,std-2913,F,B,C,A,B
2914,std-2914,F,B,C,F,B
2915,std-2915,F,F,F,B,C
2916,std-2916,F,F,A,F,C
2917,std-2917,F,B,F,B,C
2918,std-2918,F,F,D,F,D
2919,std-2919,F,C,F,F,D
2920,std-2920,D,F,D,A,B
2921,std-2921,B,F,F,F,C
2922,std-2922,C,D,C,C,B
2923,std-2923,F,D,D,F,C
2924,std-2924,F,B,D,C,C
2925,std-2925,F,D,C,C,B
2926,std-2926,F,C,F,F,D
2927,std-2927,F,A,B,A,A
2928,std-2928,F,F,D,F,D
2929,std-2929,B,A,B,C,A
2930,std-2930,C,C,F,C,B
2931,std-2931,F,A,C,A,B
2932,std-2932,F,F,A,C,B
2933,std-2933,F,A,A,D,B
2934,std-2934,F,F,C,C,C
2935,std-2935,F,A,B,D,B
2936,std-2936,C,A,F,F,B
2937,std-2937,F,F,F,F,F
2938,std-2938,F,B,F,F,D
2939,std-2939,F,B,D,F,C
2940,std-2940,D,B,D,F,B
2941,std-2941,F,F,F,F,D
2942,std-2942,F,A,F,C,C
2943,std-2943,F,A,B,C,B
2944,std-2944,F,F,F,F,D
2945,std-2945,C,A,B,D,A
2946,std-2946,F,B,F,D,B
2947,std-2947,D,F,A,C,B
2948,std-2948,F,B,C,A,B
2949,std-2949,C,F,F,F,D
2950,std-2950,D,D,F,A,B
2951,std-2951,F,D,F,F,C
2952,std-2952,F,D,C,C,C
2953,std-2953,B,C,F,F,B
2954,std-2954,F,D,F,D,C
2955,std-2955,F,A,A,D,B
2956,std-2956,F,A,F,F,B
2957,std-2957,F,A,F,B,B
2958,std-2958,F,B,F,B,B
2959,std-2959,B,F,F,C,C
2960,std-2960,C,D,D,A,B
2961,std-2961,F,C,D,F,C
2962,std-2962,F,B,F,C,C
2963,std-2963,F,B,F,F,C
2964,std-2964,F,C,D,F,C
2965,std-2965,C,F,F,F,D
2966,std-2966,F,F,F,A,C
2967,std-2967,F,C,D,F,C
2968,std-2968,F,D,F,D,C
2969,std-2969,F,A,A,A,A
2970,std-2970,F,F,F,C,C
2971,std-2971,F,C,C,F,C
2972,std-2972,F,C,F,D,D
2973,std-2973,F,F,F,A,B
2974,std-2974,D,F,D,B,B
2975,std-2975,F,D,B,F,C
2976,std-2976,A,B,B,B,A
2977,std-2977,A,D,F,A,B
2978,std-2978,D,B,F,C,B
2979,std-2979,F,F,F,C,C
2980,std-2980,F,D,B,D,B
2981,std-2981,C,D,D,B,B
2982,std-2982,F,D,C,C,B
2983,std-2983,B,D,A,F,B
2984,std-2984,F,F,D,A,B
2985,std-2985,F,A,C,C,B
2986,std-2986,F,C,F,F,C
2987,std-2987,C,B,B,F,B
2988,std-2988,F,D,F,A,B
2989,std-2989,F,B,D,F,B
2990,std-2990,F,D,D,A,B
2991,std-2991,F,F,A,A,B
2992,std-2992,F,F,C,F,C
2993,std-2993,F,F,B,D,C
2994,std-2994,F,C,F,F,C
2995,std-2995,D,F,F,F,C
2996,std-2996,C,A,D,B,B
2997,std-2997,C,F,F,F,D
2998,std-2998,F,C,F,F,C
2999,std-2999,F,D,B,B,B
3000,std-3000,F,F,F,C,C
3001,std-3001,F,F,A,D,C
3002,std-3002,B,C,C,D,B
3003,std-3003,F,A,D,F,B
3004,std-3004,F,D,F,A,B
3005,std-3005,F,C,F,D,C
3006,std-3006,F,F,B,B,C
3007,std-3007,D,F,D,F,D
3008,std-3008,D,C,B,F,B
3009,std-3009,F,D,D,F,C
3010,std-3010,F,B,D,F,D
3011,std-3011,C,A,D,F,B
3012,std-3012,F,A,F,F,C
3013,std-3013,F,D,A,F,B
3014,std-3014,F,B,F,F,C
3015,std-3015,F,F,B,D,B
3016,std-3016,B,F,D,F,C
3017,std-3017,F,B,D,F,C
3018,std-3018,F,B,D,F,C
3019,std-3019,F,A,D,A,B
3020,std-3020,F,D,A,F,B
3021,std-3021,F,A,F,F,C
3022,std-3022,F,C,B,B,B
3023,std-3023,F,C,F,F,C
3024,std-3024,F,D,D,B,C
3025,std-3025,F,B,C,B,B
3026,std-3026,B,C,D,B,B
3027,std-3027,D,F,D,F,C
3028,std-3028,F,D,D,D,C
3029,std-3029,C,C,A,B,A
3030,std-3030,F,D,D,C,C
3031,std-3031,F,C,C,F,C
3032,std-3032,F,D,D,D,C
3033,std-3033,C,D,D,F,B
3034,std-3034,F,C,D,F,D
3035,std-3035,D,D,F,D,C
3036,std-3036,F,D,C,C,B
3037,std-3037,B,D,C,D,B
3038,std-3038,F,A,C,D,B
3039,std-3039,A,A,B,D,A
3040,std-3040,F,A,D,B,B
3041,std-3041,F,B,B,A,B
3042,std-3042,C,B,C,F,B
3043,std-3043,F,D,D,B,C
3044,std-3044,F,F,F,D,D
3045,std-3045,F,C,F,F,D
3046,std-3046,F,A,F,F,C
3047,std-3047,C,A,A,A,A
3048,std-3048,F,D,F,B,C
3049,std-3049,F,F,D,F,D
3050,std-3050,D,C,F,D,B
3051,std-3051,D,C,D,F,B
3052,std-3052,D,A,C,C,B
3053,std-3053,A,C,D,F,B
3054,std-3054,B,F,D,C,B
3055,std-3055,F,D,F,F,C
3056,std-3056,F,C,D,A,B
3057,std-3057,D,B,F,F,B
3058,std-3058,F,B,B,B,B
3059,std-3059,F,F,D,F,C
3060,std-3060,F,F,A,F,B
3061,std-3061,D,D,D,C,B
3062,std-3062,F,D,B,F,C
3063,std-3063,D,A,B,A,A
3064,std-3064,F,D,D,F,C
3065,std-3065,F,C,D,A,B
3066,std-3066,F,B,B,F,B
3067,std-3067,F,D,C,F,D
3068,std-3068,F,F,F,F,D
3069,std-3069,F,C,F,F,C
3070,std-3070,D,F,B,F,C
3071,std-3071,F,A,B,F,C
3072,std-3072,F,F,D,D,C
3073,std-3073,F,A,C,F,B
3074,std-3074,F,D,D,F,C
3075,std-3075,F,A,F,C,B
3076,std-3076,D,C,F,B,B
3077,std-3077,F,B,F,D,B
3078,std-3078,C,A,C,A,A
3079,std-3079,F,B,C,F,C
3080,std-3080,D,A,B,F,B
3081,std-3081,F,B,B,F,C
3082,std-3082,B,B,C,C,A
3083,std-3083,F,C,D,C,B
3084,std-3084,D,D,B,D,B
3085,std-3085,F,B,B,B,B
3086,std-3086,F,F,C,F,C
3087,std-3087,F,C,F,F,C
3088,std-3088,F,B,D,B,B
3089,std-3089,C,A,F,F,B
3090,std-3090,F,D,D,F,C
3091,std-3091,F,F,F,F,D
3092,std-3092,F,F,F,F,F
3093,std-3093,F,D,D,F,C
3094,std-3094,F,B,D,A,B
3095,std-3095,F,A,D,F,C
3096,std-3096,F,F,B,F,C
3097,std-3097,F,F,F,B,B
3098,std-3098,F,D,A,F,B
3099,std-3099,D,F,F,F,C
3100,std-3100,F,D,A,F,C
3101,std-3101,F,C,C,F,B
3102,std-3102,B,D,F,F,C
3103,std-3103,C,A,C,F,B
3104,std-3104,D,C,C,F,B
3105,std-3105,B,F,B,C,B
3106,std-3106,F,A,F,D,C
3107,std-3107,F,B,C,B,B
3108,std-3108,C,C,B,F,B
3109,std-3109,F,C,A,F,B
3110,std-3110,C,A,F,F,B
3111,std-3111,D,B,F,F,B
3112,std-3112,F,F,F,F,D
3113,std-3113,F,C,A,F,B
3114,std-3114,F,C,C,D,B
3115,std-3115,F,C,C,D,C
3116,std-3116,F,C,C,B,B
3117,std-3117,A,A,C,B,A
3118,std-3118,F,B,B,D,B
3119,std-3119,F,B,A,A,B
3120,std-3120,F,C,B,F,C
3121,std-3121,A,F,A,D,B
3122,std-3122,F,B,F,F,C
3123,std-3123,B,F,C,D,B
3124,std-3124,D,D,A,F,B
3125,std-3125,C,A,C,F,B
3126,std-3126,F,D,D,A,B
3127,std-3127,D,A,B,D,B
3128,std-3128,D,B,F,F,C
3129,std-3129,F,D,D,C,B
3130,std-3130,F,B,B,F,C
3131,std-3131,D,D,D,A,B
3132,std-3132,F,C,B,D,B
3133,std-3133,F,B,F,F,B
3134,std-3134,F,F,C,F,D
3135,std-3135,F,A,C,F,B
3136,std-3136,F,C,F,F,D
3137,std-3137,F,D,F,C,B
3138,std-3138,F,F,F,F,D
3139,std-3139,F,C,A,C,B
3140,std-3140,F,B,C,F,C
3141,std-3141,F,F,A,C,B
3142,std-3142,F,F,F,F,D
3143,std-3143,D,F,C,F,B
3144,std-3144,F,A,A,C,B
3145,std-3145,D,D,F,F,C
3146,std-3146,C,F,D,B,B
3147,std-3147,F,D,C,C,B
3148,std-3148,F,B,F,C,C
3149,std-3149,B,D,D,F,C
3150,std-3150,F,C,A,F,B
3151,std-3151,D,F,D,A,B
3152,std-3152,B,F,F,F,C
3153,std-3153,F,F,F,F,D
3154,std-3154,F,B,B,C,B
3155,std-3155,F,B,D,F,C
3156,std-3156,F,F,B,D,C
3157,std-3157,F,F,B,D,C
3158,std-3158,C,B,F,F,B
3159,std-3159,F,A,B,F,B
3160,std-3160,A,B,C,A,A
3161,std-3161,F,B,D,D,B
3162,std-3162,F,C,C,F,C
3163,std-3163,F,C,F,F,C
3164,std-3164,F,F,F,D,D
3165,std-3165,F,D,F,F,C
3166,std-3166,F,D,B,A,B
3167,std-3167,F,A,F,F,C
3168,std-3168,D,C,F,C,B
3169,std-3169,F,F,D,F,D
3170,std-3170,B,F,F,B,C
3171,std-3171,F,F,F,B,D
3172,std-3172,C,D,B,F,B
3173,std-3173,F,F,F,A,C
3174,std-3174,F,F,D,F,D
3175,std-3175,F,C,F,F,D
3176,std-3176,A,C,A,F,B
3177,std-3177,F,F,F,B,C
3178,std-3178,F,D,A,B,B
3179,std-3179,D,C,C,C,B
3180,std-3180,F,B,D,B,B
3181,std-3181,C,F,F,F,C
3182,std-3182,F,A,F,B,B
3183,std-3183,D,D,C,F,B
3184,std-3184,F,F,F,B,C
3185,std-3185,F,B,A,B,B
3186,std-3186,D,D,F,D,B
3187,std-3187,F,C,B,F,C
3188,std-3188,D,C,F,F,C
3189,std-3189,F,D,D,F,C
3190,std-3190,C,B,B,B,A
3191,std-3191,F,C,F,B,C
3192,std-3192,F,A,C,B,B
3193,std-3193,F,F,F,F,D
3194,std-3194,F,F,F,F,F
3195,std-3195,B,B,A,F,B
3196,std-3196,F,B,A,B,B
3197,std-3197,F,F,A,F,C
3198,std-3198,D,B,C,C,B
3199,std-3199,D,B,F,A,B
3200,std-3200,B,C,F,F,B
3201,std-3201,D,F,A,A,B
3202,std-3202,F,C,F,F,C
3203,std-3203,F,F,B,C,B
3204,std-3204,F,D,C,D,B
3205,std-3205,F,A,F,D,C
3206,std-3206,F,B,F,D,C
3207,std-3207,C,C,C,D,B
3208,std-3208,D,F,C,F,C
3209,std-3209,F,D,C,F,C
3210,std-3210,F,C,A,B,B
3211,std-3211,F,B,A,D,B
3212,std-3212,A,F,D,A,B
3213,std-3213,F,C,A,F,B
3214,std-3214,C,D,F,F,C
3215,std-3215,F,F,C,F,C
3216,std-3216,F,F,B,F,C
3217,std-3217,F,D,F,D,C
3218,std-3218,F,C,F,F,C
3219,std-3219,D,D,C,B,B
3220,std-3220,F,D,D,D,C
3221,std-3221,F,D,A,F,B
3222,std-3222,B,F,D,F,D
3223,std-3223,C,A,F,C,B
3224,std-3224,F,F,F,C,D
3225,std-3225,F,F,B,F,D
3226,std-3226,F,F,D,D,C
3227,std-3227,F,C,D,F,C
3228,std-3228,F,D,A,C,B
3229,std-3229,B,A,A,C,A
3230,std-3230,F,D,C,F,C
3231,std-3231,C,C,A,F,B
3232,std-3232,C,B,D,F,B
3233,std-3233,F,F,A,C,B
3234,std-3234,F,C,F,A,C
3235,std-3235,F,F,B,F,C
3236,std-3236,F,A,D,C,B
3237,std-3237,F,A,A,F,C
3238,std-3238,A,F,C,D,B
3239,std-3239,A,C,B,D,A
3240,std-3240,F,D,A,F,B
3241,std-3241,C,C,F,B,B
3242,std-3242,F,D,F,F,D
3243,std-3243,F,C,D,C,B
3244,std-3244,B,F,C,F,C
3245,std-3245,F,F,C,A,B
3246,std-3246,B,A,B,A,A
3247,std-3247,F,F,D,C,D
3248,std-3248,F,F,D,D,C
3249,std-3249,F,F,F,F,D
